Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.27,7.26,55.10,8.53,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,8.76,7.26,51.00,12.50,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Male,9.14,7.26,55.98,9.87,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Female,9.33,7.26,54.13,10.62,,,,
Procyon lotor,Procyon lotor,Procyon lotor,California,native,Procyonidae,Procyon,Male,7.75,7.26,38.90,-123.22,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Peru,native,Canidae,Lycalopex,Female,15.27,7.26,-13.47,-72.15,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Russia,native,Canidae,Vulpes,Male,13.22,7.26,64.67,170.42,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Turkey,native,Canidae,Vulpes,Male,13.71,7.26,38.42,27.15,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Prince of Wales,native,Mustelidae,Lontra,Female,12.95,7.27,56.17,-133.40,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,British Columbia,native,Felidae,Lynx,Male,15.23,7.27,53.92,-122.77,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Quebec,native,Felidae,Lynx,Male,15.67,7.27,53.75,-76.50,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Female,15.68,7.27,48.23,-81.42,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Female,15.79,7.27,49.02,-81.13,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Key Largo,native,Procyonidae,Procyon,Male,8.82,7.27,25.08,-80.45,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,12.91,7.27,52.67,-1.17,,,,
Arctictis binturong,Arctictis binturong,Arctictis binturong,Sumatra,native,Viverridae,Arctictis,Female,NA,7.28,-5.00,105.00,,,,
Canis mesomelas,Canis mesomelas,Canis mesomelas,Tanzania,native,Canidae,Canis,Female,14.57,7.28,-2.05,35.62,,,,
Felis chaus,Felis chaus,Felis chaus,Egypt,native,Felidae,Felis,Male,16.03,7.28,24.08,32.88,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,British Columbia,native,Felidae,Lynx,Male,16.49,7.28,59.00,-129.67,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Cockburn Island,native,Felidae,Lynx,Female,13.23,7.28,45.95,-83.32,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.93,7.28,55.35,8.77,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Ethiopia,native,Mustelidae,Mellivora,Female,12.20,7.28,6.62,44.30,,,,
Paguma larvata,Paguma larvata,Paguma larvata,Sumatra,native,Viverridae,Paguma,Female,9.01,7.28,-0.33,99.93,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.11,7.28,53.73,-6.88,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Female,16.57,7.29,11.85,75.37,,,,
Civettictis civetta,Civettictis civetta,Civettictis civetta,Gabon,native,Viverridae,Civettictis,Male,14.03,7.29,1.47,12.88,,,,
Lontra longicaudis,Lontra longicaudis,Lontra longicaudis,Suriname,native,Mustelidae,Lontra,Male,NA,7.29,5.80,-55.67,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Female,16.20,7.29,46.65,-53.60,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Female,16.54,7.29,63.37,-142.83,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Nova Scotia,native,Felidae,Lynx,Male,14.85,7.29,45.08,-64.37,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.70,7.29,51.80,5.65,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,9.21,7.29,51.93,13.98,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.29,53.50,-7.50,,,,
Taxidea taxus,Taxidea taxus,Taxidea taxus,California,native,Mustelidae,Taxidea,Male,13.14,7.29,37.47,-122.43,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Female,12.24,7.29,54.75,-6.20,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Russia,native,Canidae,Vulpes,Female,13.78,7.29,68.53,160.93,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Germany,native,Canidae,Vulpes,Male,14.03,7.29,50.72,6.67,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,New York,native,Canidae,Vulpes,Female,14.12,7.29,43.22,-76.98,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Spain,native,Canidae,Vulpes,Male,14.23,7.29,43.00,-5.00,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Saint Lawrence,native,Canidae,Vulpes,Male,12.67,7.30,63.77,-171.75,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Alaska,native,Canidae,Vulpes,Female,12.71,7.30,70.83,-159.35,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Female,14.24,7.30,7.08,38.08,,,,
Eira barbara,Eira barbara,Eira barbara,Suriname,native,Mustelidae,Eira,Female,8.92,7.30,5.45,-55.20,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,15.94,7.30,48.42,-81.53,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Female,15.95,7.30,62.12,-145.55,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Maine,native,Felidae,Lynx,Male,14.16,7.30,44.57,-68.80,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Nova Scotia,native,Felidae,Lynx,Male,NA,7.30,44.62,-65.77,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.41,7.30,56.25,9.33,,,,
Meles meles,Meles meles,Meles meles,Spain,native,Mustelidae,Meles,Male,8.57,7.30,40.95,-4.12,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,New York,native,Canidae,Vulpes,Female,13.03,7.30,43.23,-77.07,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Germany,native,Canidae,Vulpes,Male,13.18,7.30,51.93,13.98,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,13.81,7.30,56.48,-2.97,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,14.52,7.30,56.08,-3.45,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Baranof,native,Mustelidae,Lontra,Male,12.60,7.31,57.20,-135.48,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Female,15.47,7.31,47.87,-59.23,,,,
Lynx rufus,Lynx rufus,Lynx rufus,California,native,Felidae,Lynx,Male,14.90,7.31,34.33,-114.62,,,,
Meles meles,Meles meles,Meles meles,Israel,native,Mustelidae,Meles,Male,8.31,7.31,31.78,34.95,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,8.65,7.31,52.32,12.38,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,9.06,7.31,51.77,5.85,,,,
Meles meles,Meles meles,Meles meles,Switzerland,native,Mustelidae,Meles,Male,9.15,7.31,47.00,7.00,,,,
Meles meles,Meles meles,Meles meles,Israel,native,Mustelidae,Meles,Male,9.28,7.31,31.75,35.00,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.31,53.33,-7.50,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Kenya,native,Mustelidae,Mellivora,Male,11.41,7.31,-0.42,36.63,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Female,13.42,7.31,51.63,-2.17,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Devon,native,Canidae,Vulpes,Male,13.30,7.32,74.53,-82.50,,,,
Canis aureus,Canis aureus,Canis aureus,Israel,native,Canidae,Canis,Female,16.03,7.32,30.95,35.37,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Denny,native,Mustelidae,Lontra,Male,12.58,7.32,52.17,-128.17,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Baranof,native,Mustelidae,Lontra,Male,13.25,7.32,57.25,-135.35,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Labrador,native,Felidae,Lynx,Male,16.41,7.32,55.07,-59.58,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Maine,native,Felidae,Lynx,Male,16.74,7.32,46.50,-68.37,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.81,7.32,66.25,-142.33,,,,
Martes pennanti,Martes pennanti,Martes pennanti,Ontario,native,Mustelidae,Martes,Male,NA,7.32,50.07,-82.17,,,,
Meles meles,Meles meles,Meles meles,Italy,native,Mustelidae,Meles,Male,7.85,7.32,44.42,8.95,,,,
Meles meles,Meles meles,Meles meles,Israel,native,Mustelidae,Meles,Male,8.27,7.32,31.57,34.85,,,,
Meles meles,Meles meles,Meles meles,Spain,native,Mustelidae,Meles,Male,8.67,7.32,43.15,-5.97,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.77,7.32,55.75,10.00,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.79,7.32,56.17,9.57,,,,
Procyon cancrivorus,Procyon cancrivorus,Procyon cancrivorus,Suriname,native,Procyonidae,Procyon,Male,10.84,7.32,5.83,-55.17,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,12.35,7.32,51.17,0.18,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Female,13.74,7.32,54.47,-6.10,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Newfoundland,native,Canidae,Vulpes,Female,14.93,7.32,47.10,-52.95,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Chichagof,native,Mustelidae,Lontra,Male,12.83,7.33,57.97,-136.23,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Prince of Wales,native,Mustelidae,Lontra,Male,13.29,7.33,56.17,-133.40,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.32,7.33,62.00,-145.05,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.61,7.33,55.12,9.43,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.70,7.33,55.50,8.75,,,,
Meles meles,Meles meles,Meles meles,Italy,native,Mustelidae,Meles,Male,8.85,7.33,45.33,7.62,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.87,7.33,55.50,8.75,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Female,NA,7.33,51.25,-0.48,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Washington,native,Procyonidae,Procyon,Male,8.26,7.33,46.83,-123.23,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Argentina,native,Canidae,Lycalopex,Female,16.01,7.33,-45.92,-71.25,,,,
Speothos venaticus,Speothos venaticus,Speothos venaticus,Peru,native,Canidae,Speothos,Female,13.99,7.33,-5.87,-74.62,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Female,12.71,7.33,51.13,0.27,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.24,7.33,54.53,-5.73,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Female,14.18,7.33,60.55,-151.28,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.71,7.33,65.35,-166.05,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Female,15.05,7.33,70.58,-157.45,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Vancouver Island,native,Mustelidae,Lontra,Male,13.29,7.34,50.53,-127.65,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Female,16.40,7.34,60.50,-150.00,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Female,NA,7.34,43.90,3.73,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.62,7.34,54.75,-6.02,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,14.06,7.34,54.75,-6.75,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Finland,native,Canidae,Vulpes,Male,16.07,7.34,64.88,29.08,,,,
Caracal caracal,Caracal caracal,Caracal caracal,Ethiopia,native,Felidae,Caracal,Male,15.44,7.35,8.60,39.12,,,,
Civettictis civetta,Civettictis civetta,Civettictis civetta,Congo,native,Viverridae,Civettictis,Male,13.33,7.35,0.67,29.67,,,,
Eira barbara,Eira barbara,Eira barbara,Guyana,native,Mustelidae,Eira,Female,8.67,7.35,6.40,-58.62,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Female,16.24,7.35,47.88,-59.40,,,,
Martes pennanti,Martes pennanti,Martes pennanti,New Hampshire,native,Mustelidae,Martes,Male,11.56,7.35,44.30,-71.43,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Male,8.98,7.35,50.78,-2.33,,,,
Nasua nasua,Nasua nasua,Nasua nasua,Suriname,native,Procyonidae,Nasua,Male,NA,7.35,4.00,-56.00,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,NA,7.35,59.47,-157.52,,,,
Canis adustus,Canis adustus,Canis adustus,Kenya,native,Canidae,Canis,Female,NA,7.36,-0.93,36.57,,,,
Eira barbara,Eira barbara,Eira barbara,Costa Rica,native,Mustelidae,Eira,Female,9.61,7.36,9.60,-82.78,,,,
Lontra provocax,Lontra provocax,Lontra provocax,Argentina,native,Mustelidae,Lontra,Male,13.07,7.36,-42.83,-68.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,15.93,7.36,66.57,-145.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Yukon,native,Felidae,Lynx,Female,15.98,7.36,63.45,-137.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Washington,native,Felidae,Lynx,Male,16.42,7.36,46.02,-121.55,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,7.81,7.36,56.25,9.33,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Female,8.19,7.36,52.53,-0.93,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.40,7.36,55.75,10.00,,,,
Meles meles,Meles meles,Meles meles,Norway,native,Mustelidae,Meles,Female,9.14,7.36,56.00,9.25,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.28,7.36,55.60,9.62,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Ethiopia,native,Mustelidae,Mellivora,Female,NA,7.36,9.30,42.13,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Jalisco,native,Procyonidae,Procyon,Male,8.73,7.36,19.20,-104.68,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Spain,native,Canidae,Vulpes,Female,13.32,7.36,37.38,-5.98,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.46,7.36,54.75,-6.20,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.69,7.36,54.95,-5.87,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Southampton,native,Canidae,Vulpes,Female,13.44,7.37,64.33,-83.50,,,,
Lontra canadensis,Lontra canadensis,Lontra canadensis,Chichagof,native,Mustelidae,Lontra,Male,12.73,7.37,58.00,-136.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,15.38,7.37,48.38,-82.50,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.53,7.37,64.83,-147.72,,,,
Lynx rufus,Lynx rufus,Lynx rufus,British Columbia,native,Felidae,Lynx,Female,15.65,7.37,49.08,-121.95,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.34,7.37,51.27,5.98,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.81,7.37,56.48,9.50,,,,
Meles meles,Meles meles,Meles meles,Belgium,native,Mustelidae,Meles,Female,9.01,7.37,50.83,5.42,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.06,7.37,56.50,10.00,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Male,NA,7.37,53.92,-7.50,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Peru,native,Canidae,Lycalopex,Male,15.10,7.37,-11.47,-76.90,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,North Western Teritorries,native,Canidae,Vulpes,Male,14.94,7.37,69.25,-129.00,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Alaska,native,Canidae,Vulpes,Male,12.83,7.38,69.37,-152.13,,,,
Arctictis binturong,Arctictis binturong,Arctictis binturong,Thailand,native,Viverridae,Arctictis,Female,6.85,7.38,8.30,99.37,,,,
Martes pennanti,Martes pennanti,Martes pennanti,Massachusetts,native,Mustelidae,Martes,Male,11.87,7.38,42.35,-72.20,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Male,8.57,7.38,50.12,-5.53,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Male,8.76,7.38,43.97,3.67,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.86,7.38,55.35,8.77,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,9.16,7.38,51.95,9.85,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Peru,native,Canidae,Lycalopex,Male,16.29,7.38,-13.33,-71.95,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.10,7.38,54.52,-6.03,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Germany,native,Canidae,Vulpes,Male,14.70,7.38,52.58,12.92,,,,
Canis aureus,Canis aureus,Canis aureus,Kenya,native,Canidae,Canis,Female,14.84,7.39,-1.17,35.75,,,,
Canis latrans,Canis latrans,Canis latrans,Baja California,native,Canidae,Canis,Male,NA,7.39,32.00,-116.50,,,,
Felis chaus,Felis chaus,Felis chaus,Israel,native,Felidae,Felis,Male,15.59,7.39,32.23,34.83,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,16.12,7.39,49.90,-83.37,,,,
Lynx pardinus,Lynx pardinus,Lynx pardinus,Spain,native,Felidae,Lynx,Male,14.31,7.39,37.00,-6.25,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.44,7.39,57.25,10.30,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Male,8.47,7.39,43.90,3.73,,,,
Meles meles,Meles meles,Meles meles,Israel,native,Mustelidae,Meles,Male,8.60,7.39,32.53,34.92,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.82,7.39,57.00,10.07,,,,
Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,Java,native,Felidae,Prionailurus,Male,14.00,7.39,-6.77,108.55,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Romania,native,Canidae,Vulpes,Male,14.24,7.39,44.50,28.00,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alberta,native,Canidae,Vulpes,Male,14.74,7.39,56.00,-113.00,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Germany,native,Canidae,Vulpes,Male,NA,7.39,50.50,13.17,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Saint Lawrence,native,Canidae,Vulpes,Female,12.57,7.40,63.77,-171.75,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Saint Lawrence,native,Canidae,Vulpes,Male,13.26,7.40,63.77,-171.75,,,,
Caracal caracal,Caracal caracal,Caracal caracal,Kenya,native,Felidae,Caracal,Male,16.35,7.40,2.72,36.85,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Spain,native,Felidae,Felis,Male,12.20,7.40,37.00,-6.25,,,,
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Brazil,native,Felidae,Leopardus,Female,14.46,7.40,-4.28,-55.98,,,,
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Venezuela,native,Felidae,Leopardus,Female,14.97,7.40,8.37,-72.30,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,15.95,7.40,49.65,-83.37,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,15.96,7.40,50.52,-91.22,,,,
Meles meles,Meles meles,Meles meles,Spain,native,Mustelidae,Meles,Female,9.37,7.40,42.02,-3.62,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Alaska,native,Canidae,Vulpes,Male,13.23,7.41,71.00,-157.00,,,,
Canis aureus,Canis aureus,Canis aureus,Sri Lanka,native,Canidae,Canis,Male,15.83,7.41,6.80,81.30,,,,
Canis aureus,Canis aureus,Canis aureus,Israel,native,Canidae,Canis,Female,16.50,7.41,33.08,35.17,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Female,NA,7.41,11.40,76.70,,,,
Eira barbara,Eira barbara,Eira barbara,Guyana,native,Mustelidae,Eira,Female,8.80,7.41,6.40,-58.62,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Labrador,native,Felidae,Lynx,Male,17.26,7.41,53.65,-57.47,,,,
Martes pennanti,Martes pennanti,Martes pennanti,British Columbia,native,Mustelidae,Martes,Male,12.49,7.41,54.53,-124.58,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Male,8.02,7.41,50.83,5.98,,,,
Meles meles,Meles meles,Meles meles,Spain,native,Mustelidae,Meles,Male,8.39,7.41,40.95,-4.12,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.41,53.33,-7.50,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Male,NA,7.41,52.00,-8.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Belgium,native,Canidae,Vulpes,Female,13.29,7.41,50.20,4.23,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,14.29,7.41,56.75,-3.75,,,,
Canis adustus,Canis adustus,Canis adustus,South Africa,native,Canidae,Canis,Female,17.37,7.42,-32.88,27.90,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Male,15.06,7.42,9.62,41.87,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Female,15.39,7.42,10.30,77.50,,,,
Canis aureus,Canis aureus,Canis aureus,Israel,native,Canidae,Canis,Female,15.40,7.42,31.77,35.45,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Washington,native,Felidae,Lynx,Female,15.13,7.42,46.02,-121.55,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.40,7.42,47.88,-59.40,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.41,7.42,50.92,6.05,,,,
Meles meles,Meles meles,Meles meles,Belgium,native,Mustelidae,Meles,Female,8.61,7.42,50.17,5.55,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.98,7.42,56.25,9.33,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Male,NA,7.42,53.33,-7.50,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Namibia,native,Mustelidae,Mellivora,Female,12.31,7.42,-18.67,13.93,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Saudi Arabia,native,Mustelidae,Mellivora,Male,NA,7.42,17.00,47.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Belgium,native,Canidae,Vulpes,Male,12.67,7.42,50.20,4.23,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,France,native,Canidae,Vulpes,Female,14.17,7.42,46.80,3.97,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Female,14.93,7.42,60.55,-151.28,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,15.21,7.42,70.47,-157.42,,,,
Aonyx congica,Aonyx congicus,Aonyx capensis,Uganda,native,Mustelidae,Aonyx,Female,9.36,7.43,3.10,34.37,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Male,15.23,7.43,7.92,38.72,,,,
Profelis aurata,Profelis aurata,Profelis aurata,Congo,native,Felidae,Profelis,Male,16.16,7.43,2.42,27.30,,,,
Cryptoprocta ferox,Cryptoprocta ferox,Cryptoprocta ferox,Madagascar,native,Eupleridae,Cryptoprocta,Female,14.35,7.43,-20.28,44.28,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Ontario,native,Felidae,Lynx,Male,NA,7.43,49.83,-92.17,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.54,7.43,55.63,8.48,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Male,8.61,7.43,46.58,0.50,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.62,7.43,56.65,10.20,,,,
Meles meles,Meles meles,Meles meles,Fyn,native,Mustelidae,Meles,Female,8.78,7.43,55.10,10.17,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Male,8.78,7.43,51.75,-1.25,,,,
