Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Male,8.90,7.43,56.25,9.33,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Sudan,native,Mustelidae,Mellivora,Female,12.79,7.43,5.20,31.77,,,,
Procyon cancrivorus,Procyon cancrivorus,Procyon cancrivorus,Suriname,native,Procyonidae,Procyon,Male,10.18,7.43,5.77,-55.62,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.59,7.43,54.95,-6.85,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.68,7.43,54.87,-6.47,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Netherlands,native,Canidae,Vulpes,Male,13.79,7.43,53.10,6.68,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.27,7.43,58.72,-157.07,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.77,7.43,59.47,-157.52,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.32,7.44,48.40,-58.88,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.36,7.44,50.82,5.90,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.44,53.33,-7.50,,,,
Meles meles,Meles meles,Meles meles,Turkey,native,Mustelidae,Meles,Male,NA,7.44,40.98,39.72,,,,
Taxidea taxus,Taxidea taxus,Taxidea taxus,British Columbia,native,Mustelidae,Taxidea,Female,11.57,7.44,50.75,-120.93,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Female,13.73,7.45,8.25,37.83,,,,
Felis chaus,Felis chaus,Felis chaus,Israel,native,Felidae,Felis,Male,15.72,7.45,32.48,35.55,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.81,7.45,47.87,-59.23,,,,
Martes pennanti,Martes pennanti,Martes pennanti,Washington,native,Mustelidae,Martes,Male,12.34,7.45,46.02,-121.55,,,,
Meles meles,Meles meles,Meles meles,Italy,native,Mustelidae,Meles,Male,8.34,7.45,44.13,8.22,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,9.06,7.45,51.07,14.35,,,,
Procyon lotor,Procyon lotor,Procyon lotor,California,native,Procyonidae,Procyon,Male,8.36,7.45,37.87,-122.27,,,,
Taxidea taxus,Taxidea taxus,Taxidea taxus,California,native,Mustelidae,Taxidea,Male,11.58,7.45,37.47,-122.43,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.34,7.46,47.88,-59.40,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.62,7.46,61.78,-145.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.79,7.46,47.88,-59.40,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.83,7.46,63.50,-144.00,,,,
Lynx pardinus,Lynx pardinus,Lynx pardinus,Spain,native,Felidae,Lynx,Male,15.19,7.46,37.00,-6.25,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Male,9.12,7.46,43.77,3.75,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.23,7.46,55.20,9.22,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,North Western Teritorries,native,Canidae,Vulpes,Female,13.94,7.46,66.25,-128.63,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Female,14.84,7.46,65.35,-166.05,,,,
Arctonyx collaris,Arctonyx collaris,Arctonyx collaris,China,native,Mustelidae,Arctonyx,Male,8.19,7.47,30.77,111.32,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Male,16.63,7.47,21.00,81.50,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.51,7.47,61.78,-145.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,16.67,7.47,48.07,-81.62,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.88,7.47,61.63,-144.62,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.34,7.47,55.75,10.00,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Female,8.54,7.47,51.72,-2.23,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Female,8.80,7.47,43.98,3.58,,,,
Meles meles,Meles meles,Meles meles,Belgium,native,Mustelidae,Meles,Female,9.55,7.47,50.73,4.75,,,,
Nasua narica,Nasua narica,Nasua narica,Panama,native,Procyonidae,Nasua,Male,6.20,7.47,8.50,-82.00,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Washington,native,Procyonidae,Procyon,Male,7.99,7.47,47.47,-123.23,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Switzerland,native,Canidae,Vulpes,Female,14.08,7.47,46.30,7.48,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Norway,native,Canidae,Vulpes,Female,14.49,7.47,63.10,7.67,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,15.43,7.47,60.55,-151.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.70,7.48,47.88,-59.40,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.74,7.48,67.65,-149.75,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Maine,native,Felidae,Lynx,Male,15.65,7.48,45.67,-70.00,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.33,7.48,50.82,5.73,,,,
Meles meles,Meles meles,Meles meles,Italy,native,Mustelidae,Meles,Female,8.50,7.48,44.50,9.00,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Male,8.80,7.48,51.58,5.32,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.02,7.48,57.05,9.93,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.48,53.92,-7.50,,,,
Paguma larvata,Paguma larvata,Paguma larvata,Sumatra,native,Viverridae,Paguma,Male,9.41,7.48,-4.00,103.12,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Key Largo,native,Procyonidae,Procyon,Female,8.25,7.48,25.08,-80.45,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,New York,native,Canidae,Vulpes,Male,12.69,7.48,43.23,-77.07,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.39,7.48,54.87,-6.27,,,,
Arctictis binturong,Arctictis binturong,Arctictis binturong,Borneo,native,Viverridae,Arctictis,Male,6.73,7.49,5.83,118.12,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Female,15.95,7.49,49.12,-84.50,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.38,7.49,64.07,-141.93,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,16.53,7.49,48.58,-81.67,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Female,9.05,7.49,55.92,-2.75,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.28,7.49,55.42,9.28,,,,
Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,Java,native,Felidae,Prionailurus,Female,13.22,7.49,-6.83,107.00,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Male,15.94,7.50,27.33,88.62,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Washington,native,Felidae,Lynx,Male,16.45,7.50,46.02,-121.55,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,British Columbia,native,Felidae,Lynx,Male,17.27,7.50,54.53,-124.58,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Florida,native,Felidae,Lynx,Male,14.29,7.50,26.67,-81.73,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.37,7.50,52.32,5.10,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Female,8.83,7.50,52.67,-1.17,,,,
Meles meles,Meles meles,Meles meles,Britain,native,Mustelidae,Meles,Male,9.41,7.50,51.80,-0.57,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.50,54.62,-5.93,,,,
Catopuma temminckii,Catopuma temminckii,Catopuma temminckii,Sumatra,native,Felidae,Catopuma,Male,14.98,7.50,-0.95,100.35,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Britain,native,Canidae,Vulpes,Male,13.41,7.50,51.17,-0.33,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Labrador,native,Canidae,Vulpes,Female,12.98,7.51,53.55,-57.37,,,,
Canis aureus,Canis aureus,Canis aureus,Israel,native,Canidae,Canis,Female,15.18,7.51,29.58,34.97,,,,
Caracal caracal,Caracal caracal,Caracal caracal,Israel,native,Felidae,Caracal,Male,15.16,7.51,31.07,35.03,,,,
Eira barbara,Eira barbara,Eira barbara,Panama,native,Mustelidae,Eira,Female,9.00,7.51,8.18,-77.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.40,7.51,62.12,-145.55,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.72,7.51,61.37,-142.70,,,,
Meles meles,Meles meles,Meles meles,Israel,native,Mustelidae,Meles,Male,8.07,7.51,31.77,35.00,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.61,7.51,57.50,10.08,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,9.03,7.51,53.33,-9.00,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.51,53.33,-7.50,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Sudan,native,Mustelidae,Mellivora,Female,11.36,7.51,19.13,37.28,,,,
Procyon cancrivorus,Procyon cancrivorus,Procyon cancrivorus,Suriname,native,Procyonidae,Procyon,Male,10.22,7.51,5.83,-55.17,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Chile,native,Canidae,Lycalopex,Female,14.52,7.51,-32.63,-71.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Male,16.90,7.52,47.02,-83.40,,,,
Procyon cancrivorus,Procyon cancrivorus,Procyon cancrivorus,Venezuela,native,Procyonidae,Procyon,Male,10.59,7.52,9.02,-67.43,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Germany,native,Canidae,Vulpes,Male,14.39,7.52,50.88,13.67,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Russia,native,Canidae,Vulpes,Female,14.67,7.52,62.05,160.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.79,7.52,61.88,-162.08,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Russia,native,Canidae,Vulpes,Male,13.89,7.53,73.00,127.00,,,,
Canis aureus,Canis aureus,Canis aureus,Senegal,native,Canidae,Canis,Female,15.36,7.53,14.58,-16.97,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.93,7.53,60.30,-145.05,,,,
Meles meles,Meles meles,Meles meles,Poland,native,Mustelidae,Meles,Male,8.60,7.53,50.58,17.87,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.53,53.33,-7.50,,,,
Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,Sri Lanka,native,Felidae,Prionailurus,Female,14.82,7.53,8.35,80.38,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Peru,native,Canidae,Lycalopex,Male,15.57,7.53,-13.33,-71.95,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.84,7.53,54.75,-6.75,,,,
Canis aureus,Canis aureus,Canis aureus,India,native,Canidae,Canis,Male,16.11,7.54,12.17,75.75,,,,
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Venezuela,native,Felidae,Leopardus,Female,15.11,7.54,3.42,-65.67,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Maine,native,Felidae,Lynx,Male,15.85,7.54,45.67,-70.00,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.47,7.54,57.05,9.93,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.70,7.54,55.40,9.40,,,,
Meles meles,Meles meles,Meles meles,Spain,native,Mustelidae,Meles,Male,9.13,7.54,43.00,-3.00,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.37,7.54,55.05,8.83,,,,
Meles meles,Meles meles,Meles meles,Iran,native,Mustelidae,Meles,Female,NA,7.54,35.67,51.42,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Female,13.91,7.54,59.50,-158.17,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Belgium,native,Canidae,Vulpes,Female,14.26,7.54,50.17,5.55,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.74,7.54,64.00,-150.00,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Alaska,native,Canidae,Vulpes,Male,NA,7.55,70.63,-160.02,,,,
Canis latrans,Canis latrans,Canis latrans,Baja California,native,Canidae,Canis,Female,18.85,7.55,22.88,-109.90,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Washington,native,Felidae,Lynx,Male,17.23,7.55,46.02,-121.55,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.17,7.55,51.65,5.93,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.92,7.55,55.20,9.22,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Male,9.12,7.55,55.97,9.63,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.55,53.33,-7.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,15.09,7.55,60.50,-150.00,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Southampton,native,Canidae,Vulpes,Female,13.20,7.56,64.33,-83.50,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Male,14.53,7.56,8.98,38.80,,,,
Caracal caracal,Caracal caracal,Caracal caracal,Namibia,native,Felidae,Caracal,Female,17.85,7.56,-18.60,19.68,,,,
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Suriname,native,Felidae,Leopardus,Female,13.28,7.56,5.77,-56.87,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Yukon,native,Felidae,Lynx,Male,17.02,7.56,63.45,-137.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,17.16,7.56,64.00,-150.00,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.29,7.56,52.00,5.90,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.73,7.56,56.60,8.73,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,8.78,7.56,47.72,12.65,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.66,7.56,56.25,9.33,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Panama,native,Procyonidae,Procyon,Male,8.94,7.56,9.17,-82.50,,,,
Arctictis binturong,Arctictis binturong,Arctictis binturong,Malaya,native,Viverridae,Arctictis,Male,6.84,7.57,3.25,101.50,,,,
Atelocynus microtis,Atelocynus microtis,Atelocynus microtis,Peru,native,Canidae,Atelocynus,Female,13.87,7.57,-3.75,-73.25,,,,
Eira barbara,Eira barbara,Eira barbara,Venezuela,native,Mustelidae,Eira,Male,9.73,7.57,8.60,-71.13,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Ontario,native,Felidae,Lynx,Female,16.33,7.57,48.50,-81.78,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Ontario,native,Felidae,Lynx,Male,13.79,7.57,44.63,-77.05,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.77,7.57,56.52,9.95,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Belgium,native,Canidae,Vulpes,Male,13.60,7.57,50.27,5.30,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,British Columbia,native,Felidae,Lynx,Male,16.61,7.58,53.92,-122.77,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,17.04,7.58,66.25,-142.33,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,8.95,7.58,51.05,13.75,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.51,7.58,56.65,9.48,,,,
Prionailurus viverrinus,Prionailurus viverrinus,Prionailurus viverrinus,Sri Lanka,native,Felidae,Prionailurus,Female,14.21,7.58,8.57,81.23,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.21,7.58,54.97,-6.28,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.41,7.58,55.15,-6.30,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.38,7.58,63.47,-150.38,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.66,7.58,64.07,-141.93,,,,
Canis aureus,Canis aureus,Canis aureus,Ethiopia,native,Canidae,Canis,Female,15.17,7.59,9.50,38.83,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,15.71,7.59,65.15,-165.07,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Female,16.27,7.59,66.25,-142.33,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Female,17.07,7.59,64.78,-161.67,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Female,8.20,7.59,54.13,10.62,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.33,7.59,55.63,8.48,,,,
Meles meles,Meles meles,Meles meles,Belgium,native,Mustelidae,Meles,Female,NA,7.59,50.30,5.47,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alberta,native,Canidae,Vulpes,Male,14.98,7.59,57.67,-112.00,,,,
Felis chaus,Felis chaus,Felis chaus,Israel,native,Felidae,Felis,Male,15.69,7.60,32.52,35.42,,,,
Meles meles,Meles meles,Meles meles,Fyn,native,Mustelidae,Meles,Female,8.40,7.60,55.10,10.17,,,,
Meles meles,Meles meles,Meles meles,France,native,Mustelidae,Meles,Male,8.57,7.60,43.90,3.73,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Alaska,native,Canidae,Vulpes,Male,14.20,7.60,64.07,-141.93,,,,
Civettictis civetta,Civettictis civetta,Civettictis civetta,Congo,native,Viverridae,Civettictis,Male,NA,7.61,-8.65,26.52,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,15.99,7.61,62.12,-145.55,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.36,7.61,48.98,-56.03,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.41,7.61,48.18,-53.97,,,,
Meles meles,Meles meles,Meles meles,Turkey,native,Mustelidae,Meles,Male,8.74,7.61,40.83,39.72,,,,
Meles meles,Meles meles,Meles meles,Belgium,native,Mustelidae,Meles,Male,9.06,7.61,49.88,5.75,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.61,53.33,-7.50,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Isla Bastimentos,native,Procyonidae,Procyon,Male,9.27,7.61,9.25,-82.13,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,12.89,7.61,54.82,-5.70,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,12.91,7.61,54.75,-6.02,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,12.96,7.61,54.95,-6.85,,,,
Arctonyx collaris,Arctonyx collaris,Arctonyx collaris,Burma,native,Mustelidae,Arctonyx,Female,8.84,7.62,19.68,97.22,,,,
Canis aureus,Canis aureus,Canis aureus,Sri Lanka,native,Canidae,Canis,Female,16.74,7.62,6.42,81.33,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,North Western Teritorries,native,Felidae,Lynx,Male,15.55,7.62,61.50,-121.35,,,,
Lynx rufus,Lynx rufus,Lynx rufus,Washington,native,Felidae,Lynx,Male,14.79,7.62,47.83,-123.75,,,,
Meles meles,Meles meles,Meles meles,Germany,native,Mustelidae,Meles,Male,8.54,7.62,52.52,13.40,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,France,native,Canidae,Vulpes,Male,13.31,7.62,43.25,1.40,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.44,7.62,54.85,-5.83,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Yukon,native,Felidae,Lynx,Female,15.87,7.63,63.45,-137.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,British Columbia,native,Felidae,Lynx,Male,16.37,7.63,56.32,-127.37,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Newfoundland,native,Felidae,Lynx,Male,16.45,7.63,47.85,-59.35,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.75,7.63,57.00,10.07,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,India,native,Mustelidae,Mellivora,Female,NA,7.63,26.92,75.20,,,,
Mellivora capensis,Mellivora capensis,Mellivora capensis,Tanzania,native,Mustelidae,Mellivora,Female,NA,7.63,-9.78,38.00,,,,
Lycalopex culpaeus,Pseudalopex culpaeus,Lycalopex culpaeus,Chile,native,Canidae,Lycalopex,Female,NA,7.63,-32.83,-71.23,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Male,13.89,7.63,54.85,-5.83,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Sakhalin,native,Canidae,Vulpes,Male,15.02,7.63,51.00,143.00,,,,
Meles meles,Meles meles,Meles meles,Italy,native,Mustelidae,Meles,Male,8.47,7.64,44.00,8.00,,,,
Eira barbara,Eira barbara,Eira barbara,Venezuela,native,Mustelidae,Eira,Female,9.03,7.64,5.00,-64.50,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Yukon,native,Felidae,Lynx,Male,15.90,7.64,63.45,-137.00,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Washington,native,Felidae,Lynx,Male,16.47,7.64,46.05,-115.30,,,,
Meles meles,Meles meles,Meles meles,Netherlands,native,Mustelidae,Meles,Female,8.58,7.64,51.65,5.57,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,8.65,7.64,56.25,9.33,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.15,7.64,56.50,9.33,,,,
Meles meles,Meles meles,Meles meles,Ireland,native,Mustelidae,Meles,Female,NA,7.64,53.33,-7.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Ireland,native,Canidae,Vulpes,Female,13.18,7.64,55.08,-6.52,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,France,native,Canidae,Vulpes,Male,13.64,7.64,49.40,4.70,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Newfoundland,native,Canidae,Vulpes,Male,14.77,7.64,51.00,-57.02,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,North Western Teritorries,native,Canidae,Vulpes,Male,14.91,7.64,60.23,-123.47,,,,
Canis aureus,Canis aureus,Canis aureus,Kenya,native,Canidae,Canis,Female,14.67,7.65,-1.17,35.75,,,,
Canis aureus,Canis aureus,Canis aureus,Western Sahara,native,Canidae,Canis,Male,18.78,7.65,23.80,-15.75,,,,
Eira barbara,Eira barbara,Eira barbara,Panama,native,Mustelidae,Eira,Female,9.11,7.65,8.70,-78.62,,,,
Eira barbara,Eira barbara,Eira barbara,Panama,native,Mustelidae,Eira,Female,9.48,7.65,8.18,-77.28,,,,
Lynx canadensis,Lynx canadensis,Lynx canadensis,Alaska,native,Felidae,Lynx,Male,16.65,7.65,66.25,-142.33,,,,
Meles meles,Meles meles,Meles meles,Denmark (Jutland),native,Mustelidae,Meles,Female,9.22,7.65,56.50,10.00,,,,
